date,open,high,low,close,volume
2026-02-24,113.4716,116.166,113.2699,115.8057,7270634
2026-02-25,115.9836,118.4266,115.6185,117.9472,3538311
2026-02-26,117.5284,120.3741,116.8111,119.3077,7987716
2026-02-27,119.1871,120.8041,118.5323,120.6728,7757839
2026-03-02,120.8306,120.838,119.1913,119.7486,8438117
2026-03-03,119.5629,121.6386,119.4851,121.4418,9555464
2026-03-04,122.0886,127.2775,121.8159,126.1472,3957980
2026-03-05,126.6465,129.5351,126.2486,129.1321,1820854
2026-03-06,129.1264,130.4758,126.2634,127.391,8989337
2026-03-09,127.1863,127.4489,124.9982,125.3515,6563962
2026-03-10,125.4793,125.83,123.7855,124.3279,1732139
2026-03-11,123.453,123.8964,120.6604,120.7893,7994322
2026-03-12,121.7375,121.9215,115.9259,115.9286,5217945
2026-03-13,115.4491,117.0379,114.5643,116.7348,9659552
2026-03-16,116.2421,116.4415,113.1585,113.4181,9669002
2026-03-17,113.4252,114.0388,112.9868,113.9831,9723722
2026-03-18,114.2146,119.4856,113.1525,119.2281,6648022
2026-03-19,119.3374,122.6966,118.8551,121.3678,3496430
2026-03-20,120.5455,121.6706,119.4545,121.0456,1699611
2026-03-23,122.1811,122.7618,121.5818,121.9335,7162580
2026-03-24,122.8338,124.2373,122.7525,123.8039,8794575
2026-03-25,123.5134,127.8722,122.6773,126.7862,9729229
2026-03-26,126.9629,129.1124,126.3907,127.5485,3460663
2026-03-27,127.5785,127.9128,127.1811,127.6256,5054897
2026-03-30,127.9674,128.6459,123.2389,124.1961,4223464
2026-03-31,123.7313,126.0538,123.6598,125.0836,5681471
2026-04-01,125.8049,126.4507,125.4671,125.5714,4631345
2026-04-02,126.4307,127.869,125.997,127.255,2227343
2026-04-03,128.174,128.7419,122.8291,122.9134,4134299
2026-04-06,122.9589,127.6995,122.1104,126.668,8761273
2026-04-07,127.1724,127.3514,125.6396,126.6941,9820293
2026-04-08,126.6376,127.4636,121.1119,121.5188,1682769
2026-04-09,121.8151,122.2703,118.7303,118.9031,5265654
2026-04-10,119.2028,119.5188,116.1561,116.6184,2593094
2026-04-13,116.5067,116.5402,112.0383,113.3319,7213553
2026-04-14,113.4532,113.5169,111.679,111.8025,8255811
2026-04-15,112.1265,112.4333,109.5351,110.2118,5360706
2026-04-16,110.965,111.8777,106.7939,106.9271,1330148
2026-04-17,106.3989,108.8169,105.8836,108.8013,5789021
